k_id	gene_id
K12397	OCG07038
K17781	OCG07043
K13511	OCG07044
K03505	OCG07046
K23553	OCG07051
K03245	OCG07052
K20823	OCG07053
K03846	OCG07054
K02603	OCG07055
K14801	OCG07056
K08495	OCG07059
K06653	OCG07060
K03023	OCG07066
K17917	OCG07068
K00067	OCG07068
K06676	OCG07069
K11564	OCG07072
K06656	OCG07074
K00231	OCG07076
K00573	OCG07079
K10745	OCG07079
K02977	OCG07082
K12876	OCG07082
K12878	OCG07083
K17788	OCG07085
K18167	OCG07088
K03026	OCG07089
K21890	OCG07091
K13091	OCG07094
K06047	OCG07097
K21768	OCG07102
K25079	OCG07104
K12864	OCG07105
K23460	OCG07108
K01280	OCG07109
K13130	OCG07111
K25059	OCG07112
K19841	OCG07114
K19327	OCG07116
K15447	OCG07119
K15198	OCG07121
K13106	OCG07122
K22756	OCG07123
K12832	OCG07124
K20523	OCG07125
K11236	OCG07132
K20300	OCG07137
K10661	OCG07138
K18694	OCG07140
K01126	OCG07140
K12734	OCG07141
K19950	OCG07142
K14559	OCG07143
K06664	OCG07144
K19306	OCG07145
K08492	OCG07145
K18179	OCG07148
K10750	OCG07149
K10627	OCG07151
K20301	OCG07154
K14786	OCG07156
K09250	OCG07157
K03105	OCG07157
K14546	OCG07159
K22746	OCG07160
K15202	OCG07162
K02321	OCG07163
K09467	OCG07164
K03258	OCG07165
K18732	OCG07167
K23387	OCG07168
K00657	OCG07168
K17983	OCG07171
K01549	OCG07172
K06628	OCG07176
K21249	OCG07177
K13115	OCG07184
K21848	OCG07185
K05955	OCG07186
K13115	OCG07186
K17786	OCG07187
K03134	OCG07188
K23948	OCG07190
K00459	OCG07190
K22073	OCG07194
K18171	OCG07196
K09528	OCG07197
K19952	OCG07198
K12877	OCG07199
K17768	OCG07203
K20179	OCG07206
K00062	OCG07209
K09650	OCG07210
K03012	OCG07211
K16912	OCG07212
K06053	OCG07213
K15175	OCG07217
K21631	OCG07218
K17411	OCG07219
K05916	OCG07220
K11361	OCG07221
K17784	OCG07223
K12189	OCG07228
K05292	OCG07230
K14863	OCG07231
K06133	OCG07232
K23499	OCG07233
K13206	OCG07233
K10643	OCG07234
K06662	OCG07236
K15033	OCG07237
K14570	OCG07240
K17796	OCG07241
K12667	OCG07246
K01409	OCG07249
K02907	OCG07250
K12471	OCG07251
K06176	OCG07252
K07910	OCG07253
K23569	OCG07254
K11756	OCG07255
K16302	OCG07258
K23643	OCG07261
K25058	OCG07262
K15442	OCG07263
K17769	OCG07264
K14300	OCG07266
K06670	OCG07269
K02260	OCG07270
K13335	OCG07271
K10258	OCG07274
K05302	OCG07275
K03538	OCG07278
K02963	OCG07279
K24940	OCG07281
K02987	OCG07281
K19985	OCG07282
K22825	OCG07283
K14854	OCG07284
K03424	OCG07285
K03357	OCG07288
K17662	OCG07289
K17427	OCG07290
K02144	OCG07291
K19838	OCG07294
K11568	OCG07298
K12613	OCG07300
K13103	OCG07307
K23612	OCG07309
K04508	OCG07311
K02989	OCG07311
K10884	OCG07312
K07756	OCG07319
K13176	OCG07320
K24767	OCG07321
K12604	OCG07323
K05285	OCG07323
K08794	OCG07324
K11427	OCG07325
K13704	OCG07327
K14265	OCG07329
K11206	OCG07330
K01239	OCG07330
K19940	OCG07331
K11339	OCG07334
K14784	OCG07335
K20061	OCG07336
K03024	OCG07339
K14818	OCG07341
K19846	OCG07342
K08876	OCG07343
K03963	OCG07347
K17417	OCG07348
K02946	OCG07352
K02899	OCG07353
K17278	OCG07354
K19373	OCG07354
K13125	OCG07357
K17402	OCG07359
K03107	OCG07360
K11142	OCG07362
K01255	OCG07362
K14789	OCG07363
K21989	OCG07364
K13728	OCG07365
K22721	OCG07369
K10402	OCG07370
K13352	OCG07371
K07126	OCG07371
K05658	OCG07372
K20361	OCG07374
K13123	OCG07380
K17415	OCG07381
K11569	OCG07382
K02183	OCG07384
K13448	OCG07384
K07126	OCG07385
K16196	OCG07389
K12948	OCG07391
K14800	OCG07393
K20291	OCG07394
K01514	OCG07396
K11376	OCG07397
K22747	OCG07400
K20318	OCG07401
K07542	OCG07402
K02864	OCG07404
K21842	OCG07406
K15122	OCG07408
K17765	OCG07409
K08827	OCG07411
K00784	OCG07411
K21452	OCG07412
K00606	OCG07413
K00077	OCG07413
K08576	OCG07414
K13288	OCG07414
K19806	OCG07415
K14845	OCG07416
K03132	OCG07418
K09595	OCG07420
K17428	OCG07423
K03251	OCG07426
K00902	OCG07427
K18819	OCG07430
K01054	OCG07430
K01593	OCG07431
K05658	OCG07436
K03660	OCG07436
K18723	OCG07437
K19828	OCG07438
K15454	OCG07439
K23039	OCG07440
K02938	OCG07443
K12583	OCG07444
K25164	OCG07445
K17679	OCG07446
K13093	OCG07447
K01056	OCG07448
K10739	OCG07449
K14026	OCG07451
K07126	OCG07451
K10846	OCG07452
K13291	OCG07453
K16365	OCG07456
K15378	OCG07458
K10901	OCG07459
K14679	OCG07460
K07178	OCG07462
K02892	OCG07464
K12600	OCG07466
K15115	OCG07469
K15139	OCG07471
K15152	OCG07472
K00415	OCG07477
K05687	OCG07480
K03152	OCG07480
K14782	OCG07482
K02135	OCG07484
K05291	OCG07485
K11548	OCG07486
K12190	OCG07488
K11362	OCG07492
K07126	OCG07493
K13336	OCG07494
K17508	OCG07496
K24943	OCG07497
K22484	OCG07498
K15326	OCG07499
K15280	OCG07500
K03536	OCG07500
K11414	OCG07501
K15542	OCG07502
K05289	OCG07502
K15177	OCG07503
K20195	OCG07509
K11137	OCG07511
K14552	OCG07512
K19708	OCG07513
K02606	OCG07514
K03964	OCG07516
K15437	OCG07517
K22733	OCG07519
K20476	OCG07520
K06647	OCG07523
K00412	OCG07532
K02128	OCG07533
K10862	OCG07535
K17878	OCG07536
K08267	OCG07537
K17677	OCG07540
K11563	OCG07541
K03130	OCG07546
K03448	OCG07548
K03327	OCG07550
K19800	OCG07554
K13303	OCG07556
K11682	OCG07565
K18724	OCG07566
K22255	OCG07572
K22494	OCG07578
K11563	OCG07585
K10862	OCG07592
K17673	OCG07595
K00940	OCG07597
K06650	OCG07599
K12350	OCG07604
K12350	OCG07605
K02978	OCG07606
K15442	OCG07607
K12863	OCG07611
K07243	OCG07613
K19564	OCG07618
K00730	OCG07623
K00031	OCG07630
K13343	OCG07634
K00232	OCG07644
K21632	OCG07646
K22493	OCG07647
K03104	OCG07651
K09550	OCG07652
K19564	OCG07662
K22493	OCG07666
K08504	OCG07669
K25201	OCG07670
K05294	OCG07671
K23543	OCG07671
K00108	OCG07672
K06110	OCG07673
K00108	OCG07674
K18995	OCG07675
K21843	OCG07675
K00698	OCG07676
K11338	OCG07677
K11863	OCG07677
K17637	OCG07678
K24935	OCG07679
K06678	OCG07680
K20182	OCG07681
K21843	OCG07682
K00685	OCG07682
K03142	OCG07683
K11274	OCG07684
K15424	OCG07685
K08341	OCG07685
K14301	OCG07686
K01113	OCG07687
K03217	OCG07690
K11763	OCG07691
K14790	OCG07692
K01322	OCG07695
K01081	OCG07696
K14312	OCG07697
K14792	OCG07698
K20223	OCG07700
K00698	OCG07705
K01907	OCG07709
K11128	OCG07709
K07078	OCG07710
K14402	OCG07711
K03349	OCG07713
K20237	OCG07714
K11841	OCG07715
K03883	OCG07716
K00341	OCG07716
K20366	OCG07720
K22733	OCG07723
K01719	OCG07725
K10578	OCG07731
K15102	OCG07733
K17807	OCG07736
K00306	OCG07739
K23333	OCG07741
K20031	OCG07746
K23563	OCG07747
K08853	OCG07748
K20815	OCG07750
K01626	OCG07752
K15263	OCG07753
K01078	OCG07755
K01078	OCG07756
K23093	OCG07757
K16044	OCG07759
K12188	OCG07761
K01724	OCG07765
K12881	OCG07771
K01648	OCG07772
K16569	OCG07772
K22278	OCG07773
K17808	OCG07775
K03137	OCG07781
K01279	OCG07783
K08502	OCG07787
K07018	OCG07793
K15210	OCG07796
K08330	OCG07798
K14686	OCG07799
K06693	OCG07800
K00943	OCG07805
K17362	OCG07807
K10903	OCG07809
K10881	OCG07811
K12195	OCG07812
K14795	OCG07812
K13137	OCG07815
K02830	OCG07816
K00988	OCG07817
K03539	OCG07818
K02272	OCG07823
K18173	OCG07827
K23566	OCG07828
K11344	OCG07833
K01904	OCG07837
K22382	OCG07838
K03259	OCG07840
K02214	OCG07844
K20309	OCG07845
K11135	OCG07848
K19785	OCG07850
K04773	OCG07851
K00949	OCG07854
K07252	OCG07855
K02152	OCG07856
K17815	OCG07857
K14860	OCG07858
K11557	OCG07866
K00657	OCG07869
K08334	OCG07875
K17795	OCG07875
K12176	OCG07880
K13299	OCG07881
K14715	OCG07882
K18192	OCG07884
K08288	OCG07887
K01598	OCG07890
K20305	OCG07892
K13985	OCG07894
K13206	OCG07898
K02902	OCG07899
K07742	OCG07900
K09827	OCG07902
K23338	OCG07903
K08818	OCG07904
K10772	OCG07905
K16842	OCG07907
K20293	OCG07913
K03135	OCG07914
K24113	OCG07916
K03357	OCG07923
K07241	OCG07925
K15275	OCG07926
K17408	OCG07927
K06963	OCG07929
K13343	OCG07933
K23506	OCG07936
K11359	OCG07937
K10873	OCG07944
K19730	OCG07946
K11877	OCG07947
K22724	OCG07948
K22384	OCG07950
K11569	OCG07951
K02604	OCG07953
K02879	OCG07954
K03456	OCG07959
K00683	OCG07960
K15339	OCG07961
K10389	OCG07962
K24887	OCG07966
K03660	OCG07968
K22733	OCG07973
K17438	OCG07980
K13205	OCG07985
K15153	OCG07986
K02520	OCG07986
K02967	OCG07992
K03511	OCG07994
K15445	OCG08000
K24348	OCG08009
K13108	OCG08016
K11226	OCG08019
K18163	OCG08019
K08486	OCG08021
K17619	OCG08022
K03885	OCG08023
K21850	OCG08025
K08770	OCG08027
K04551	OCG08027
K07556	OCG08028
K00052	OCG08029
K16369	OCG08035
K09660	OCG08037
K14306	OCG08038
K17424	OCG08039
K01210	OCG08041
K14819	OCG08043
K14549	OCG08046
K03353	OCG08047
K12274	OCG08049
K11378	OCG08050
K05991	OCG08051
K21294	OCG08058
K06316	OCG08060
K18738	OCG08061
K12670	OCG08063
K12737	OCG08064
K10599	OCG08067
K22493	OCG08072
K20359	OCG08075
K13127	OCG08076
K00637	OCG08077
K12829	OCG08078
K20523	OCG08083
K15541	OCG08084
K03240	OCG08085
K12817	OCG08086
K12586	OCG08087
K11374	OCG08089
K02201	OCG08089
K12872	OCG08090
K03004	OCG08092
K21843	OCG08093
K24927	OCG08094
K11252	OCG08099
K12855	OCG08102
K01052	OCG08106
K08269	OCG08109
K22493	OCG08117
K11253	OCG08126
K19900	OCG08133
K14692	OCG08134
K09250	OCG08137
K22493	OCG08143
K22493	OCG08144
K08711	OCG08145
K22493	OCG08150
K14402	OCG08155
K14528	OCG08156
K09051	OCG08157
K18721	OCG08165
K12832	OCG08167
K11497	OCG08169
K20361	OCG08173
K11569	OCG08176
K20286	OCG08177
K20872	OCG08180
K00389	OCG08183
K02143	OCG08184
K03858	OCG08185
K15151	OCG08186
K03114	OCG08189
K10768	OCG08189
K20298	OCG08190
K03127	OCG08191
K03126	OCG08192
K14771	OCG08193
K07943	OCG08194
K20826	OCG08195
K20307	OCG08196
K08150	OCG08197
K14258	OCG08197
K01945	OCG08197
K01933	OCG08197
K19986	OCG08199
K03249	OCG08201
K14840	OCG08204
K00108	OCG08207
K01078	OCG08209
K20180	OCG08210
K22804	OCG08211
K22133	OCG08213
K04649	OCG08213
K02890	OCG08214
K12881	OCG08215
K06901	OCG08216
K14288	OCG08217
K14812	OCG08218
K23362	OCG08218
K11366	OCG08222
K02331	OCG08225
K12861	OCG08226
K11446	OCG08227
K01114	OCG08231
K09478	OCG08234
K00249	OCG08234
K15030	OCG08235
K18160	OCG08238
K15053	OCG08242
K11365	OCG08244
K08991	OCG08246
K15414	OCG08248
K17362	OCG08249
K09531	OCG08252
K20410	OCG08254
K05293	OCG08256
K02178	OCG08258
K06680	OCG08258
K15071	OCG08259
K10997	OCG08261
K20474	OCG08262
K11269	OCG08263
K01858	OCG08266
K06997	OCG08266
K15305	OCG08267
K02888	OCG08269
K09008	OCG08271
K09567	OCG08272
K13950	OCG08273
K21989	OCG08274
K16569	OCG08275
K00589	OCG08275
K14860	OCG08277
K10863	OCG08279
K01637	OCG08280
K08284	OCG08281
K01174	OCG08282
K10899	OCG08283
K24512	OCG08284
K12185	OCG08286
K00389	OCG08286
K15201	OCG08287
K19306	OCG08287
K23570	OCG08287
K14548	OCG08288
K17608	OCG08290
K14772	OCG08292
K00103	OCG08295
K00022	OCG08296
K22857	OCG08298
K03522	OCG08300
K14007	OCG08301
K13195	OCG08302
K22803	OCG08303
K01092	OCG08304
K22611	OCG08306
K10575	OCG08307
K11662	OCG08309
K14557	OCG08316
K18192	OCG08316
K14022	OCG08320
K14822	OCG08322
K14794	OCG08324
K18730	OCG08328
K02931	OCG08330
K22745	OCG08331
K14775	OCG08332
K12199	OCG08333
K11322	OCG08336
K14767	OCG08337
K10740	OCG08340
K24962	OCG08342
K08331	OCG08343
K20724	OCG08344
K14829	OCG08346
K17805	OCG08347
K19984	OCG08350
K01098	OCG08352
K17792	OCG08353
K12590	OCG08354
K12396	OCG08355
K13116	OCG08356
K14303	OCG08357
K01752	OCG08358
K14308	OCG08358
K22685	OCG08360
K14821	OCG08361
K03934	OCG08362
K18187	OCG08364
K20308	OCG08366
K14721	OCG08371
K14411	OCG08372
K12741	OCG08372
K19842	OCG08374
K12617	OCG08375
K14408	OCG08376
K10598	OCG08377
K17973	OCG08378
K00661	OCG08378
K14545	OCG08380
K10610	OCG08381
K10706	OCG08382
K03938	OCG08383
K21989	OCG08384
K23518	OCG08386
K12848	OCG08387
K07195	OCG08390
K02219	OCG08392
K09554	OCG08393
K03141	OCG08394
K20409	OCG08395
K03247	OCG08396
K11768	OCG08397
K16794	OCG08398
K17413	OCG08407
K19995	OCG08409
K14544	OCG08410
K15325	OCG08411
K11566	OCG08414
K02605	OCG08419
K20405	OCG08420
K03350	OCG08421
K10744	OCG08422
K17583	OCG08430
K12868	OCG08431
K01720	OCG08433
K11650	OCG08434
K14837	OCG08435
K15564	OCG08437
K02307	OCG08438
K01303	OCG08439
K03189	OCG08440
K25186	OCG08442
K06699	OCG08443
K01469	OCG08444
K14826	OCG08445
K01802	OCG08445
K11309	OCG08446
K12736	OCG08448
K02884	OCG08450
K18170	OCG08453
K00618	OCG08454
K02216	OCG08457
K17775	OCG08458
K15077	OCG08458
K14765	OCG08459
K17777	OCG08464
K22386	OCG08467
K03869	OCG08468
K14839	OCG08469
K23498	OCG08471
K03122	OCG08472
K09184	OCG08474
K14169	OCG08475
K13345	OCG08476
K06111	OCG08478
K02988	OCG08479
K07136	OCG08480
K03255	OCG08481
K17491	OCG08482
K14766	OCG08483
K11684	OCG08486
K01512	OCG08487
K15443	OCG08488
K17919	OCG08490
K02838	OCG08491
K12819	OCG08492
K12862	OCG08495
K00844	OCG08495
K05931	OCG08496
K11319	OCG08498
K12571	OCG08502
K24364	OCG08503
K09540	OCG08505
K17774	OCG08506
K12882	OCG08507
K16732	OCG08508
K03671	OCG08509
K14050	OCG08511
K12837	OCG08513
K11090	OCG08514
K10295	OCG08516
K12867	OCG08517
K22470	OCG08518
K17218	OCG08518
K04564	OCG08519
K10300	OCG08520
K09043	OCG08524
K12398	OCG08525
K07078	OCG08526
K11375	OCG08527
K17970	OCG08528
K14834	OCG08529
K03515	OCG08530
K24943	OCG08531
K06640	OCG08532
K01046	OCG08533
K03241	OCG08534
K11359	OCG08536
K03260	OCG08536
K08775	OCG08537
K15216	OCG08541
K01247	OCG08543
K19307	OCG08544
K08489	OCG08545
K04648	OCG08546
K14284	OCG08547
K09523	OCG08548
K09584	OCG08549
K20181	OCG08551
K23802	OCG08555
K02926	OCG08558
K18624	OCG08559
K20299	OCG08560
K11547	OCG08561
K17257	OCG08562
K07034	OCG08564
K03260	OCG08570
K02914	OCG08580
K06063	OCG08581
K17435	OCG08582
K22278	OCG08587
K00420	OCG08589
K10903	OCG08593
K05916	OCG08594
K21197	OCG08601
K15565	OCG08607
K10733	OCG08608
K13201	OCG08608
K09191	OCG08610
K02990	OCG08617
K15105	OCG08621
K02142	OCG08622
K24755	OCG08626
K12180	OCG08630
K11568	OCG08633
K00467	OCG08641
K01288	OCG08643
K10839	OCG08646
K08827	OCG08647
K18819	OCG08650
K08286	OCG08652
K00274	OCG08655
K17607	OCG08658
K00457	OCG08667
K25178	OCG08678
K06648	OCG08690
K14307	OCG08691
K14684	OCG08695
K02325	OCG08697
K03848	OCG08699
K11876	OCG08701
K15100	OCG08704
K03136	OCG08704
K22817	OCG08706
K12662	OCG08707
K20523	OCG08709
K18337	OCG08712
K18338	OCG08713
K18339	OCG08714
K08141	OCG08715
K05989	OCG08716
K12661	OCG08718
K23451	OCG08720
K01669	OCG08721
K14793	OCG08730
K02952	OCG08734
K08866	OCG08735
K19900	OCG08739
K05289	OCG08741
K01082	OCG08746
K22493	OCG08747
K22494	OCG08761
K00551	OCG08763
K10396	OCG08764
K12603	OCG08768
K10773	OCG08768
K02938	OCG08770
K09117	OCG08778
K20794	OCG08780
K06672	OCG08781
K11095	OCG08782
K06276	OCG08785
K01114	OCG08789
K20310	OCG08790
K24278	OCG08794
K11567	OCG08796
K00416	OCG08797
K02903	OCG08805
K10419	OCG08806
K01760	OCG08809
K00869	OCG08809
K13110	OCG08810
K03137	OCG08811
K02503	OCG08812
K18732	OCG08814
K13120	OCG08815
K11129	OCG08816
K11237	OCG08821
K11667	OCG08826
K12863	OCG08827
K14327	OCG08828
K01520	OCG08829
K03011	OCG08832
K15156	OCG08834
K11553	OCG08835
K10839	OCG08836
K02911	OCG08840
K20301	OCG08841
K11979	OCG08842
K15363	OCG08843
K14841	OCG08846
K02975	OCG08847
K13690	OCG08848
K10428	OCG08849
K20372	OCG08850
K08064	OCG08853
K16576	OCG08854
K11676	OCG08857
K18467	OCG08858
K06630	OCG08860
K06100	OCG08863
K08596	OCG08865
K15152	OCG08867
K10773	OCG08869
K01591	OCG08869
K02141	OCG08870
K02266	OCG08872
K01824	OCG08873
K15203	OCG08875
K00012	OCG08876
K23327	OCG08879
K00852	OCG08880
K17866	OCG08883
K13172	OCG08884
K12175	OCG08886
K12412	OCG08887
K11664	OCG08889
K19877	OCG08890
K18158	OCG08891
K12842	OCG08893
K22381	OCG08896
K23788	OCG08898
K18726	OCG08899
K24939	OCG08901
K23952	OCG08902
K18443	OCG08908
K13124	OCG08909
K20403	OCG08911
K13192	OCG08914
K11761	OCG08916
K22255	OCG08917
K13717	OCG08919
K03348	OCG08920
K01785	OCG08922
K14003	OCG08924
K03109	OCG08925
K03676	OCG08926
K10736	OCG08927
K23562	OCG08929
K20520	OCG08930
K14297	OCG08932
K14309	OCG08934
K15176	OCG08935
K07023	OCG08939
K11484	OCG08940
K10885	OCG08941
K21543	OCG08943
K03857	OCG08944
K10696	OCG08946
K11272	OCG08947
K24736	OCG08948
K13342	OCG08948
K11397	OCG08953
K11126	OCG08954
K16342	OCG08955
K14324	OCG08957
K03360	OCG08959
K13174	OCG08960
K12822	OCG08961
K00921	OCG08963
K14550	OCG08966
K07766	OCG08967
K15219	OCG08969
K09291	OCG08970
K23719	OCG08971
K17669	OCG08972
K16833	OCG08973
K05288	OCG08974
K12597	OCG08975
K20306	OCG08976
K10401	OCG08978
K00587	OCG08978
K18719	OCG08980
K12767	OCG08981
K20184	OCG08985
K11353	OCG08985
K12821	OCG08993
K14404	OCG08994
K20131	OCG08995
K11649	OCG08997
K01259	OCG08998
K18176	OCG08999
K18749	OCG09000
K12182	OCG09001
K15902	OCG09011
K11648	OCG09012
K02967	OCG09012
K12839	OCG09015
K24810	OCG09016
K17600	OCG09017
K01427	OCG09020
K01428	OCG09020
K17606	OCG09021
K19365	OCG09022
K02879	OCG09027
K15174	OCG09029
K10415	OCG09031
K11673	OCG09032
K21996	OCG09033
K10590	OCG09034
K02607	OCG09035
K11315	OCG09038
K20471	OCG09039
K11559	OCG09040
K03128	OCG09043
K15148	OCG09044
K03104	OCG09046
K05767	OCG09047
K19562	OCG09048
K03355	OCG09049
K19845	OCG09050
K20178	OCG09051
K00784	OCG09053
K07117	OCG09056
K11267	OCG09057
K20406	OCG09059
K20289	OCG09063
K13690	OCG09063
K10592	OCG09064
K21991	OCG09066
K12879	OCG09067
K11984	OCG09070
K05767	OCG09073
K16570	OCG09075
K11790	OCG09077
K02984	OCG09078
K11770	OCG09078
K14401	OCG09081
K00616	OCG09083
K11422	OCG09084
K13754	OCG09085
K11271	OCG09086
K10732	OCG09087
K11321	OCG09088
K20404	OCG09092
K07199	OCG09093
K10838	OCG09094
K06679	OCG09095
K07207	OCG09096
K02516	OCG09097
K15193	OCG09098
K10426	OCG09100
K16803	OCG09103
K11373	OCG09104
K11558	OCG09105
K20477	OCG09107
K12824	OCG09109
K17263	OCG09110
K00641	OCG09110
K14841	OCG09110
K19877	OCG09111
K03138	OCG09113
K03507	OCG09116
K06671	OCG09117
K12825	OCG09118
K11497	OCG09119
K11233	OCG09121
K18725	OCG09122
K11718	OCG09123
K11557	OCG09133
K11801	OCG09152
K15028	OCG09154
K20290	OCG09155
K17968	OCG09157
K03859	OCG09161
K23335	OCG09163
K00685	OCG09164
K10631	OCG09165
K10747	OCG09166
K18622	OCG09168
K21195	OCG09170
K20521	OCG09173
K03537	OCG09173
K14572	OCG09178
K01803	OCG09179
K10088	OCG09180
K23336	OCG09183
K07404	OCG09184
K03861	OCG09185
K22278	OCG09194
K11352	OCG09195
K06889	OCG09196
K17647	OCG09197
K23107	OCG09197
K06607	OCG09197
K18471	OCG09197
K15303	OCG09197
K12871	OCG09198
K03441	OCG09199
K17292	OCG09201
K06889	OCG09202
K13719	OCG09203
K17553	OCG09204
K01725	OCG09205
K10866	OCG09207
K07126	OCG09211
K15072	OCG09215
K09238	OCG09218
K12604	OCG09219
K17866	OCG09220
K06927	OCG09233
K02987	OCG09235
K16186	OCG09236
K24970	OCG09237
K14554	OCG09241
K01613	OCG09268
K01210	OCG09270
K17879	OCG09274
K11153	OCG09277
K00059	OCG09277
K13373	OCG09277
K11493	OCG09311
K19307	OCG09312
K11498	OCG09315
K03260	OCG09321
K11253	OCG09326
K00844	OCG09337
K14567	OCG09338
K08192	OCG09340
K14765	OCG09345
K14169	OCG09349
K17785	OCG09349
K12795	OCG09358
K12735	OCG09363
K07401	OCG09365
K19765	OCG09366
K03537	OCG09367
K14838	OCG09368
K03099	OCG09369
K00675	OCG09374
K13115	OCG09379
K07955	OCG09380
K20224	OCG09381
K22879	OCG09382
K13775	OCG09383
K02260	OCG09385
K00344	OCG09390
K10572	OCG09391
K23314	OCG09392
K02919	OCG09394
K10694	OCG09403
K07432	OCG09404
K14328	OCG09405
K00902	OCG09406
K18163	OCG09408
K16575	OCG09409
K12840	OCG09410
K22377	OCG09411
K15304	OCG09415
K06947	OCG09428
K12411	OCG09432
K17974	OCG09433
K11663	OCG09435
K18667	OCG09436
K18637	OCG09446
K14963	OCG09448
K20290	OCG09449
K11599	OCG09451
K18715	OCG09453
K01078	OCG09456
K12472	OCG09457
K19839	OCG09458
K22148	OCG09464
K15163	OCG09465
K11887	OCG09466
K20295	OCG09472
K00459	OCG09475
K22069	OCG09476
K02515	OCG09477
K10416	OCG09482
K22377	OCG09483
K17943	OCG09484
K10768	OCG09487
K05287	OCG09489
K18757	OCG09491
K14325	OCG09500
K14522	OCG09501
K01114	OCG09509
K20177	OCG09510
K10842	OCG09513
K10427	OCG09515
K01485	OCG09518
K01114	OCG09520
K12183	OCG09523
K03860	OCG09525
K08507	OCG09527
K14310	OCG09531
K15425	OCG09538
K18722	OCG09539
K12481	OCG09540
K14308	OCG09541
K12946	OCG09542
K14861	OCG09543
K12350	OCG09544
K20183	OCG09548
K01942	OCG09550
K11866	OCG09557
K14315	OCG09558
K17576	OCG09562
K08333	OCG09563
K11238	OCG09564
K02143	OCG09571
K02916	OCG09572
K17878	OCG09573
K13100	OCG09576
K15082	OCG09576
K14311	OCG09578
K00337	OCG09579
K02261	OCG09580
K02275	OCG09580
K02276	OCG09581
K02125	OCG09582
K15560	OCG09596
K08342	OCG09605
K09250	OCG09609
K22132	OCG09617
K13342	OCG09626
K12832	OCG09628
K02365	OCG09631
K12493	OCG09639
K01638	OCG09646
K17974	OCG09648
K00463	OCG09657
K20523	OCG09659
K24976	OCG09664
K07390	OCG09668
K17804	OCG09671
K22531	OCG09673
K11244	OCG09680
K03457	OCG09691
K01114	OCG09697
K11254	OCG09709
K03593	OCG09711
K05757	OCG09712
K03260	OCG09715
K09191	OCG09724
K12881	OCG09727
K14312	OCG09755
K02979	OCG09766
K01480	OCG09773
K21196	OCG09774
K14405	OCG09778
K04079	OCG09786
K14861	OCG09787
K21544	OCG09792
K18188	OCG09798
K06100	OCG09805
K13119	OCG09814
K18719	OCG09818
K12856	OCG09819
K11272	OCG09824
K07023	OCG09827
K11718	OCG09834
K15176	OCG09837
K18637	OCG09848
K07204	OCG09852
K17943	OCG09857
K18715	OCG09860
K14309	OCG09871
K02350	OCG09879
K14572	OCG09883
K03504	OCG09889
K02143	OCG09890
K10839	OCG09896
K18722	OCG09898
K00888	OCG09901
K11718	OCG09902
K10427	OCG09903
K01817	OCG09907
K22479	OCG09911
K14307	OCG09913
K12472	OCG09919
K14852	OCG09928
K12346	OCG09930
K10661	OCG09937
K14310	OCG09938
K10866	OCG09982
K23788	OCG09990
K00921	OCG10012
K17804	OCG10017
K18159	OCG10018
K02365	OCG10026
K14006	OCG10027
K12177	OCG10029
K10838	OCG10036
K20406	OCG10043
K06699	OCG10050
K14297	OCG10053
K05287	OCG10057
K10838	OCG10068
K00784	OCG10092
K14793	OCG10100
K01875	OCG10130
K12822	OCG10140
K01875	OCG10142
K00021	OCG10147
K07204	OCG10155
K14572	OCG10168
K00232	OCG10217
K23787	OCG10248
K00938	OCG10258
K03032	OCG10269
K19487	OCG10271
K01850	OCG10284
K01409	OCG10293
K17508	OCG10296
K14840	OCG10338
K09043	OCG10372
K03357	OCG10377
K17893	OCG10383
K14009	OCG10415
K00698	OCG10421
K02258	OCG10518
K14006	OCG10527
K03265	OCG10553
K08331	OCG10576
K01915	OCG10578
K03504	OCG10585
K02921	OCG10632
K01611	OCG10647
K01874	OCG10684
K14007	OCG10704
K14831	OCG10706
K05535	OCG10715
K01915	OCG10720
K11584	OCG10722
K20792	OCG10724
K03540	OCG10730
K19786	OCG10734
K08192	OCG10738
K02883	OCG10739
K02966	OCG10739
K08178	OCG10768
K09235	OCG10773
K12669	OCG10774
K01336	OCG10781
K00354	OCG10784
K15561	OCG10785
K14306	OCG10786
K08139	OCG10789
K08139	OCG10790
K08192	OCG10827
K00365	OCG10828
K14003	OCG10834
K14763	OCG10835
K03660	OCG10845
K03352	OCG10847
K15176	OCG10863
K11563	OCG10863
K22494	OCG10864
K02966	OCG10875
K12591	OCG10895
K15326	OCG10896
K14308	OCG10911
K04799	OCG10918
K14297	OCG10918
K21455	OCG10931
K17741	OCG10933
K17619	OCG10944
K17741	OCG10947
K01336	OCG10948
K08192	OCG10956
K00679	OCG10965
K22494	OCG10968
K14531	OCG10970
K11548	OCG10971
K06134	OCG10971
K20102	OCG10971
K05765	OCG10980
K00939	OCG10986
K01078	OCG10989
K00988	OCG10992
K01078	OCG11000
K06013	OCG11001
K02149	OCG11011
K15448	OCG11011
K03140	OCG11026
K22493	OCG11040
K23741	OCG11054
K09051	OCG11054
K00122	OCG11059
K21850	OCG11062
K18369	OCG11064
K00844	OCG11075
K08192	OCG11085
K14306	OCG11087
K04627	OCG11094
K02726	OCG11098
K08966	OCG11098
K17887	OCG11099
K07739	OCG11102
K04063	OCG11103
K03131	OCG11109
K05290	OCG11112
K12609	OCG11113
K02957	OCG11115
K18624	OCG11119
K23542	OCG11120
K14851	OCG11121
